#def REPORTPATH=$/QAD Addons/BI Report/xxpcinbs
#def :end
"年份";"期间";"地点代码";"地点说明";"零件代码";"零件说明";"在库品数量";"重建差异数量"
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.07";"2RS#20黑色-线 ";7;7
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.08";"2RS#20灰色-线 ";10;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.10";"2RS#8 SRS灰色-线 ";2;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.11";"2RS#60 186#(蓝)-线 ";420;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.12";"2RS#8线690色 ";205;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.13";"2RS#5(S)线690色 ";42;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.14";"2RS#5(Z)  线690色 ";78;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.15";"2RS#20 线690色 ";1;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.25.16";"2RS-8#线 SRS690色 ";1;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.26.01";"82131-STK9-A010-37-0000 2RS-1号衬布";2067;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.26.02";"82131-STK7-A010-36-0001 2RS-2号衬布";6202;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.26.03";"2RS机种3号双克线衬布 D15481-01178-0020";25384;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.27.01";"Z42101-00040-0580-25 2RS-1号魔术贴";12086;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.27.02";"Z42101-00050-0580-25 2RS-2号魔术贴";5689;0
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.01";"2RS ";1586;1586
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.02";"2RS ";3305;3305
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.03";"2RS ";16961;16961
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.04";"2RS ";3284;3284
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.05";"2RS ";1674;1674
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.06";"2RS ";13200;13200
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.07";"2RS ";3190;3190
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.08";"2RS ";13688;13688
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.09";"2RS ";4805;4805
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.10";"2RS ";10763;10763
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.11";"2RS ";14326;14326
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.12";"2RS ";3443;3443
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.13";"2RS ";13906;13906
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.14";"2RS ";13867;13867
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.15";"2RS ";17278;17278
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.16";"2RS ";10928;10928
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.17";"2RS ";14299;14299
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.18";"2RS ";2100;2100
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.19";"2RS ";3235;3235
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.20";"2RS ";3295;3295
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.21";"2RS ";3287;3287
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.22";"2RS ";3038;3038
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.23";"2RS ";3315;3315
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.24";"2RS ";8600;8600
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.25";"2RS ";3566;3566
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.26";"2RS ";3361;3361
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.27";"2RS ";8100;8100
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.28";"2RS ";541;541
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.29";"2RS ";2209;2209
2009;8;"1000";"宁波提爱思(加工区）";"8.02.99.30";"2RS ";1620;1620
2009;8;"1000";"宁波提爱思(加工区）";"8.03.01.01";"WQ画皮327L ";300.1;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.01.01A";"WQ机种1号原皮327色 ";5784.1;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.01.02";"WQ 画皮642L ";2190.6;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.01.02A";"WQ机种2号原皮642色 ";5249.2;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.03.01";"WQ-TPU458 3T 327色 WQ1号TPU";1216.3;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.03.02";"WQ-TPU458 3T 642色 WQ2号TPU";1195.1;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.03.04";"WQ TPU464 3T 327色 WQ4号TPU";781.7;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.03.05";"WQ TPU464 3T 642色 WQ5号TPU";764.23;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.03.07";"TPU458 ORG 327色 WQ7号TPU";256;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.03.08";"TPU458 ORG 642色 WQ8号TPU";431.2;431.2
2009;8;"1000";"宁波提爱思(加工区）";"8.03.03.10";"TPU464 ORG 327色 WQ10号TPU";938;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.03.11";"TPU464 ORG 642色 WQ11号TPU";1534;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.03.13";"2WL167 TPU(H474) 3T3层 ";96.5;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.03.14";"2WL167 TPU(H474) ORG ";25;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.04.01";"CABRON 3T 327色 ULE-L 110";920;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.04.02";"CABRON 3T 642色 ULE-L 110";1732.2;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.08.01";"WQ-海绵3T 蓝色67FNT15D ";2199.5;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.08.02";"WQ海绵5T 蓝色68SNT15D WQ2号海绵";26;26
2009;8;"1000";"宁波提爱思(加工区）";"8.03.08.03";"WQ海绵 8T 蓝色68SNT15D WQ3号海绵";931.1;931.1
2009;8;"1000";"宁波提爱思(加工区）";"8.03.08.04";"WQ海绵 10T 蓝色68SNT15D WQ4号海绵";921.3;921.3
2009;8;"1000";"宁波提爱思(加工区）";"8.03.09.01";"WQ-NPP200 327色 WQ1号NPP";800;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.09.02";"WQ-NPP200 642色 WQ2号NPP";1910;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.09.04";"WQ-NPP300 327色 WQ4号NPP";502;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.09.05";"WQ-NPP300 642色 WQ5号NPP";999;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.09.07";"2WL NPP200 NH167L ";16;16
2009;8;"1000";"宁波提爱思(加工区）";"8.03.09.08";"2WL NPP300 NH167L ";22;22
2009;8;"1000";"宁波提爱思(加工区）";"8.03.13.01";"82121-SWA7-A010-40-0000 WQ1号拉链 YR327";5414;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.13.02";"82121-SWA7-A010-40-0000 WQ2号拉链 NH642";16711;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.13.05";"82121-SWA7-A010-40-0000 WQ FASTENER YR732";169;169
2009;8;"1000";"宁波提爱思(加工区）";"8.03.14.01";"81121-SNA6-A010-53-0000 KG-R力布 KA-R力布";8758;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.14.02";"81521-SWA7-9210-53-0000 KG-L力布 KA-L力布";7796;7796
2009;8;"1000";"宁波提爱思(加工区）";"8.03.14.03";"81121-SWA7-9210-53-0000 KE-R力布";2148;2148
2009;8;"1000";"宁波提爱思(加工区）";"8.03.14.04";"81521-SNA6-A010-53-0000 KE-L力布";2402;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.01";"81121-SNA6-A010-21-0000 树脂钩扣H25.1 X L200";4434;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.02";"81121-TWAA-A510-22-A200 树脂钩扣H25.1xL24";4256;4256
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.03";"81121-SWA7-A510-22-0001 树脂钩扣H25.1 X L240";4717;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.04";"81121-SNA6-A010-23-0001 树脂钩扣H14.6 X L293";1818;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.05";"81521-SNA6-A010-23-0001 树脂钩扣H14.6 X L293";1915;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.06";"T104000-0000-0040-01 树脂钩扣 H25.1XL40";9382;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.07";"T104000-0000-0110-01 树脂钩扣H25.1XL110";4739;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.08";"T102000-0000-0340-00 树脂钩扣 L=340";2079;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.09";"T110000-0000-0360-00 树脂钩扣 L=360";3974;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.10";"T102000-0000-0325-00 树脂钩扣 L=325";2119;2119
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.11";"81131-SNA6-A010-23-0002 树脂钩扣 H23.2 X L620";2764;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.12";"T104000-0000-0180-01 树脂钩扣 L=180";4941;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.13";"T104000-0000-0280-01 树脂钩扣 L=280";2213;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.14";"T104000-0000-0340-01 树脂钩扣 L=340";2803;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.15";"T104000-0000-0020-01 树脂钩扣L=H25.1*L20 白";6201;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.16";"T104000-0000-0020-00 树脂钩扣 L=H25.1*L20 黑";60304;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.17";"T111000-0000-0060-00 树脂钩扣 L=60";1831;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.18";"T111000-0000-0150-00 树脂钩扣 L=150";2410;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.19";"4101308-SDA3-A000 树脂钩扣 H22.5*L26";7495;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.20";"81531-SWA8-A510-26-0000 树脂钩扣 H25.1*L22";2746;2746
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.27";"82131-SWAA-A010-22-0000 树脂钩扣 H2.1 X L160";3000;3000
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.30";"82181-SWA7-A010-22-0000 树脂T1.2 X H110 X L190";2173;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.31";"T110000-0000-0130-00 树脂钩扣L=130";2303;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.32";"4101308-S5A1-0000 树脂钩扣H22.5*L4";45610;45610
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.34";"81531-STK7-A010-22-0000 树脂钩扣H25.1 X L260";2659;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.35";"82131-SWA7-A010-23-0000 树脂钩扣H25.1 X L525";2152;2152
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.36";"82131-SWA7-A010-24-0000 树脂钩扣H25.1 X L100";7549;7549
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.37";"82131-SWA7-A010-26-0000 树脂钩扣H20 X L600";2435;2435
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.38";"82131-SWA7-A010-27-0000 树脂钩扣H39 X L175";4328;4328
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.39";"82131-SWA7-A010-50-0000 树脂T1.2 X H39 X 70";11272;11272
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.40";"82131-SWA7-A010-51-0000 树脂T1.2 X H30 X 30";4357;4357
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.41";"T113000-0000-0020-02 树脂钩扣H23.1XL20 (黑)";1938;1938
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.42";"82131-SWA7-A010-22-0000 树脂钩扣H2.1 X L160黑";1505;1505
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.43";"82531-SWA7-A010-21-0000 树脂钩扣 H25.1 X L244";2585;2585
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.44";"82531-SWA7-A010-25-0000 树脂钩扣 H20 X L300";2113;2113
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.45";"82131-SWW7-E310-52-0000 树脂T1.2 X H40 X L100";10420;10420
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.46";"T104000-0000-0030-01 树脂钩扣 L=30";6173;6173
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.47";"T117000-0000-0240-00 树脂钩扣 H21 X L240";3779;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.15.48";"81131-SWA7-A010-24-0000 树脂T1.2 X H22 X L38";3426;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.01";"81121-SWA7-A010-31-0000 不织布H25 X L295";17243;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.02";"81121-SWA7-A010-32-0000 不织布 H25 X L285";16311;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.03";"81121-SWA7-A010-33-0000 不织布 H25 X L530";34609;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.04";"81131-SWA7-A010-33-0000 不织布 H25 X L460";34652;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.05";"81131-SWA7-A010-31-0000 不织布H25 X L320";17155;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.06";"81131-SWA7-A010-32-0000 不织布H25 X L305";17012;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.07";"82121-SWA7-A010-31-0000 不织布 H30 X L300";34639;34639
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.08";"T112000-0025-0100-02 不织布H25 X L100";1598;1598
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.09";"T112000-0025-0080-02 不织布 H25 X L80";1910;1910
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.10";"82121-SWA7-A010-32-0000 不织布H30 X L250";34511;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.13";"82131-SWA7-A010-35-0000 不织布 H30 X L300";17278;17278
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.16";"82131-SWA7-A010-31-0000 不织布H30 X L270";17397;17397
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.17";"82131-SWA7-A010-34-0001 不织布H30 X L355";17173;17173
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.18";"82131-SWA7-A010-32-0000 不织布H30 X L220";8842;8842
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.19";"82531-SWA7-A010-33-0000 不织布H45 X L145";1741;1741
2009;8;"1000";"宁波提爱思(加工区）";"8.03.16.20";"82531-SWAA-A010-33-0000 不织布H45 X L145";7000;7000
2009;8;"1000";"宁波提爱思(加工区）";"8.03.17.01";"81121-SWA7-A010-23-0000 PP T1.5*H65*L405";8765;8765
2009;8;"1000";"宁波提爱思(加工区）";"8.03.17.03";"81121-SWA7-A010-24-0000 PP板T1.5*H65*L420";8424;8424
2009;8;"1000";"宁波提爱思(加工区）";"8.03.17.05";"T103000-0000-0360-00 PP板L=360";3579;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.17.06";"T103000-0000-0335-00 PP板L=335";2546;2546
2009;8;"1000";"宁波提爱思(加工区）";"8.03.17.07";"T103000-0000-0340-00 PP板L=340";2082;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.17.08";"T103000-0000-0130-00 PP板L=130";1868;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.18.01";"81521-STKA-A010-25-0000 PE板T1.2 X H66.5 X L93.7";1763;1763
2009;8;"1000";"宁波提爱思(加工区）";"8.03.18.02";"81121-SWA7-9010-25-0000 PE板T1.2 X H34 X L80";4613;4613
2009;8;"1000";"宁波提爱思(加工区）";"8.03.18.03";"81131-SWA7-A010-23-0000 PE板T1.5 X H35 X L70";8433;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.19.01";"WQ-KANAKIN 白纱布 ";978;978
2009;8;"1000";"宁波提爱思(加工区）";"8.03.20.01";"43013D5-S5A4-A000 WQ1号ISO纽扣327色";10519;10519
2009;8;"1000";"宁波提爱思(加工区）";"8.03.20.02";"43013D5-S5A4-A000 WQ2号ISO纽扣642色";38863;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.20.03";"43013D6-S5A4-A100 WQ3号ISO纽扣B";44717;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.21.01";"82121-SYA7-J010-60-0000 WQ安全扣 YR327L（外) _";4965;4965
2009;8;"1000";"宁波提爱思(加工区）";"8.03.21.02";"82121-SYA7-J010-60-0000 WQ安全扣 NH642L（外)";15784;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.21.03";"82121-SWA7-A010-61-0001 WQ安全扣 NH642L（里)";15889;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.21.04";"82121-SWA7-A010-61-0001 WQ安全扣 YR327L（里）";4996;4996
2009;8;"1000";"宁波提爱思(加工区）";"8.03.22.01";"Z42501-00120-0020-00 WQ松紧带W20 X L120 642";635;635
2009;8;"1000";"宁波提爱思(加工区）";"8.03.22.02";"Z42501-00120-0020-00 WQ松紧带W20 X L120 327";1220;1220
2009;8;"1000";"宁波提爱思(加工区）";"8.03.23.01";"4102398-S870-A802 WQ H70XL30商标";16377;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.24.01";"82123-SWA7-AD10-MI-0000 WQ 注意标";13121;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.01";"WQ#8线,T120/2000M Z45402-0000-0000";382;382
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.02";"WQ#8,A327/2000M Z45402-0000-0000";124;124
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.03";"WQ#5(S),T120-线 Z45403-0000-0000";100;100
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.04";"WQ#5(S),A327-线 ";138;138
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.05";"WQ#30白-线 ";70;70
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.06";"WQ#30,T120-线 ";55;55
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.07";"WQ#30,A327-线 ";35;35
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.08";"WQ#60黑-线 ";74;74
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.09";"WQ#60绿-线 ";76;76
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.10";"WQ#60白-线 ";497;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.11";"WQ#5(Z),T120-线 ";128;128
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.12";"WQ#5(Z),A327-线 ";73;73
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.13";"WQ#8 不用 ";6;6
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.14";"WQ#8 不用 ";73;73
2009;8;"1000";"宁波提爱思(加工区）";"8.03.25.15";"WQ#8 不用 ";5;5
2009;8;"1000";"宁波提爱思(加工区）";"8.03.26.01";"WQ-衬布0.02*90M KE/KG/KA";27200;27200
2009;8;"1000";"宁波提爱思(加工区）";"8.03.27.01";"81121-SNA6-A010-40-0000 WQ1号魔术贴";8873;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.35.01";"HANGER CLIP KE/KG,FB/FC";389104;0
2009;8;"1000";"宁波提爱思(加工区）";"8.03.99.01";"WQ-聚氯乙烯人造皮革 ";398;398
2009;8;"1000";"宁波提爱思(加工区）";"8.14.01.01";"2RW-690色画皮 ";4431.6;0
2009;8;"1000";"宁波提爱思(加工区）";"8.14.01.01A";"2RW-690色原皮 ";50125.7;0
2009;8;"1000";"宁波提爱思(加工区）";"8.14.01.01J";"2RW-690色救济原皮 ";280.8;0
2009;8;"1000";"宁波提爱思(加工区）";"8.14.03.01";"2RW-TPU(H464)3T 690色 ";912.6;0
2009;8;"1000";"宁波提爱思(加工区）";"8.14.03.02";"TPU-ORG(H464)10t NH690 2RW-TPU10t 690(合成后)";195.4;0
2009;8;"1000";"宁波提爱思(加工区）";"8.14.07.01";"2RW,TR333,690色 ";296;0
2009;8;"1000";"宁波提爱思(加工区）";"8.14.09.01";"2RW690,NPP200 ";790;0
2009;8;"1000";"宁波提爱思(加工区）";"8.14.09.02";"2RW690,NPP350 ";1808;0
2009;8;"1000";"宁波提爱思(加工区）";"8.14.12.01";"2RW-690 CABRON 3T 2RW-1号CABRON 3T";218.5;0
2009;8;"1000";"宁波提爱思(加工区）";"8.14.12.02";"2RW-690 CABRON 5T3层 2RW-2号CABRON 5T3层";188.6;0
2009;8;"1000";"宁波提爱思(加工区）";"8.15.05.01";"2WL167 SUEDE-13 3T3层 ";87.6;0
2009;8;"1000";"宁波提爱思(加工区）";"8.15.05.02";"2WL167 SUEDE-13 ORG D120N1-00013-1400-AA";11.4;0
2009;8;"1000";"宁波提爱思(加工区）";"8.15.05.03";"2WL167 SUEDE-13 5T3层 ";75.6;0
2009;8;"1000";"宁波提爱思(加工区）";"8.15.05.04";"2WL167 SUEDE-13 10T3层 ";72.1;0
2009;8;"1000";"宁波提爱思(加工区）";"8.15.06.01";"2WL167 UL-124 3T3层 ";27.3;0
2009;8;"1000";"宁波提爱思(加工区）";"8.15.15.13";"T102000-0000-0360-00 TRIM CORD L=360";197;0
2009;8;"1000";"宁波提爱思(加工区）";"8.15.15.15";"81131-SWA7-A010-25-0000 TRIM CORD E F/C";97;0
2009;8;"1000";"宁波提爱思(加工区）";"8.15.15.16";"81131-SMG6-E110-24-0000 TRIM CORD C FR CUSH";14358;0
2009;8;"1000";"宁波提爱思(加工区）";"8.15.25.01";"#5 (S)B137/1000M 2WL-5# 缝纫线";2;2
2009;8;"1000";"宁波提爱思(加工区）";"8.15.25.03";"# 30 B137/2000M 2WL-30#缝纫线";1;1
2009;8;"1000";"宁波提爱思(加工区）";"8.15.25.04";"#8 B137/2000M 2WL-8# 缝纫线";3;3
2009;8;"1000";"宁波提爱思(加工区）";"8.15.25.05";"#5 (S)A46/1000M 2WL-5# 缝纫线";10;10
2009;8;"1000";"宁波提爱思(加工区）";"8.15.25.06";"#8   ,A46/1000M 2WL-8# 缝纫线";16;16
2009;8;"1000";"宁波提爱思(加工区）";"8.15.30.03";"82121-SWA8-7110-31-0000 SUSPENDER　CORD　A,R/B";196;0
2009;8;"1000";"宁波提爱思(加工区）";"8.15.30.08";"82131-SWA8-7110-34-0000 SUSPENDER CORD D,R/C";104;104
2009;8;"1000";"宁波提爱思(加工区）";"8.15.30.09";"82131-SWA8-7110-32-0000 SUSPENDER CORD B,R/C";60;60
2009;8;"1000";"宁波提爱思(加工区）";"8.15.40.01";"81131-SWA8-7310-53-0000 ALCANTARA MARK 167色";353;0
2009;8;"1000";"宁波提爱思(加工区）";"8.15.53.01";"2WL-NPP200 336色 ";73;0
2009;8;"1000";"宁波提爱思(加工区）";"8.15.53.02";"2WL-NPP300 336色 ";79.6;0
2009;8;"1000";"宁波提爱思(加工区）";"9.01.01";"PE单张膜0.02*50mm 0.02*50mm";500.8;0
2009;8;"1000";"宁波提爱思(加工区）";"9.02.01";"打孔纸480*0.70mm 480*0.70mm";4187;0
2009;8;"1000";"宁波提爱思(加工区）";"9.03.01";"1号牛皮打孔纸 ";1602;0
2009;8;"1000";"宁波提爱思(加工区）";"9.04.01";"1号聚氯乙烯膜 ";235.68;0
2009;8;"1000";"宁波提爱思(加工区）";"9.05.01";"1号纸箱,1020*800*45mm ";167;0
2009;8;"1000";"宁波提爱思(加工区）";"9.05.02";"2号纸箱,785*570*200mm 785*570*200mm";448;0
2009;8;"1000";"宁波提爱思(加工区）";"9.05.03";"3号纸箱,785*760*200mm 785*760*200mm";300;0
2009;8;"1000";"宁波提爱思(加工区）";"9.05.04";"4号纸箱,785*1140*200mm 785*1140*200mm";150;0
2009;8;"1000";"宁波提爱思(加工区）";"9.05.05";"5号纸箱,785*760*260mm 785*760*260mm";155;0
2009;8;"1000";"宁波提爱思(加工区）";"9.05.06";"6号纸箱,800*800*45mm 800*800*45mm";60;60
2009;8;"1000";"宁波提爱思(加工区）";"9.05.15";"15号纸箱,1100*740*310 1100*740*310";19;19
2009;8;"1000";"宁波提爱思(加工区）";"9.05.16";"16号纸箱,1100*700*230mm 2WL,1100*700*230mm";20;0
2009;8;"1000";"宁波提爱思(加工区）";"9.05.18";"18号纸箱,1020*800*55mm 1020*800*55mm";10;0
2009;8;"1000";"宁波提爱思(加工区）";"9.06.01";"1号垫板,750*540*3mm 750*540*3mm";466;0
2009;8;"1000";"宁波提爱思(加工区）";"9.06.02";"2号垫板,750*730*3mm 750*730*3mm";470;0
2009;8;"1000";"宁波提爱思(加工区）";"9.06.03";"3号垫板,1080*750*3mm 1080*750*3mm";105;0
2009;8;"1000";"宁波提爱思(加工区）";"9.06.06";"6号垫板,700*600*165mm 700*600*165mm";354;354
2009;8;"1000";"宁波提爱思(加工区）";"9.06.07";"7号垫板,900*340*5mm 900*340*5mm";172;172
2009;8;"1000";"宁波提爱思(加工区）";"9.06.08";"8号垫板,1070*710*3mm 1070*710*3mm";19;19
2009;8;"1000";"宁波提爱思(加工区）";"9.06.11";"2WL垫板,1080*670*3mm 1080*670*3mm";20;0
2009;8;"1000";"宁波提爱思(加工区）";"9.07.01";"托盘,1140*785*100 ";58;0
2009;8;"1000";"宁波提爱思(加工区）";"9.07.02";"托盘,785*760*100 ";58;0
2009;8;"1000";"宁波提爱思(加工区）";"9.07.03";"托盘,1050*830*100 ";12;0
2009;8;"1000";"宁波提爱思(加工区）";"9.07.04";"托盘,830*830*100mm 830*830*100mm";31;31
2009;8;"1000";"宁波提爱思(加工区）";"9.08.01";"包装棉,900*450*1mm 900*450*1mm";44;0
2009;8;"1000";"宁波提爱思(加工区）";"9.08.02";"包装棉,900*700*1mm 900*700*1mm";135;0
2009;8;"1000";"宁波提爱思(加工区）";"9.08.03";"包装棉,900*900*1mm 900*900*1mm";188.5;0
2009;8;"1000";"宁波提爱思(加工区）";"9.08.04";"包装棉,700*700*1mm 700*700*1mm";129.5;0
2009;8;"1000";"宁波提爱思(加工区）";"9.08.05";"包装棉,700*350*1mm 700*350*1mm";20;0
2009;8;"1000";"宁波提爱思(加工区）";"9.08.06";"包装棉,260*260*1mm 260*260*1mm";14.25;14.25
2009;8;"1000";"宁波提爱思(加工区）";"9.08.07";"包装棉,900*1200*1mm 900*1200*1mm";32;0
2009;8;"1000";"宁波提爱思(加工区）";"9.09.01";"打包带 ";14;0
2009;8;"1000";"宁波提爱思(加工区）";"9.10.01";"PE缠绕膜 0.02*50cm ";190;0
2009;8;"1000";"宁波提爱思(加工区）";"9.11.01";"气泡膜 55CM ";33;33
2009;8;"1000";"宁波提爱思(加工区）";"9.11.02";"气泡膜 40CM ";41.5;41.5
2009;8;"1000";"宁波提爱思(加工区）";"9.16.01";" 打包扣";4;4
